,X401,X402,X403,X404,X405,X406,X407,X408,X409,X410,X411,X412,X413,X414,X415,X416,X417,X418,X419,X420,X421,X422,X423,X424,X425,X4,X5,X6,X7,X8,X9,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121
PFI0170w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.21,18.15,12.15,0,24.82,8.34,2149.96,0,0,505.9,0,22.89,0,4.76,9.45,23.59,0,0,14.4,107.62,4.04,4.82,4.74,4.48,16.37,16.37,25.38,0,12.59,100.14,4.18,173.82,39.92,15.03,32.15,29.23,60.01,101.23,72.43,69.1,114.59,44.83,14.8,16.93,19.5,43.02,0,24,44.34,162.22,64.39,0,105.59,32.26,114.25,151.64,0,234.48,73.94,101.89,275.99,154.14,0,188.18,145.92,17.05,90.2,13.36,21.39,3.88,57.5,63.91,23.77,31.53,21.4,51.58,140.49,127.68,140.86,81.39,202.13,168.48,573.43,447.3,43.11,42.54,45.24,47.1,27.72,25.49,97.18,123.77,194.38,208.76,37.98,40.12,268.79,0,0,38.25,148.46,38.88,252.48,155.9,83.6,0,59.94,220.11,23.96,33.81,52.03,30.37,154.83,65.62,496.11,0
PF08_0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41,17.36,14.46,0,26.34,3.44,0,0,0,516.8,511.77,11.2,0,7.34,4.75,4.33,0,0,0,3.4,2.11,4.1,9.66,0,18.02,12.03,25.14,0,2.88,1.14,2.97,24.51,56.48,19.58,25.86,14.9,33.02,53.52,45.31,3.77,12.84,33.56,17.63,20.06,16.2,0,0,79.25,7.03,77.85,17.45,0,48.99,6.15,58.57,0,0,22.19,24.02,6.04,101.1,10.27,0,41.32,0,16.19,223.35,12.79,27.88,16.03,27.41,55.14,12.48,34.7,18.6,6.22,20.14,165.6,31.21,72.33,4.9,17.27,59.65,67.12,25.41,29.57,13.89,19.71,11.44,8.63,61.74,66.91,15.29,96.53,10.55,18.96,13.88,0,0,25.9,54.64,7.42,28.34,49.47,28.13,0,26.74,13.98,9.89,14.93,29.45,13.19,14.38,30.95,204.73,0
PF08_0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.74,18.95,21.59,0,25.08,8.85,935.83,0,0,511.13,1535.32,91.15,40.79,22.03,11.04,14.83,0,0,6.79,53.18,2.93,2.64,52.05,57.11,3.86,9.77,27.42,3509.26,21.27,50.8,15.39,125.16,193.61,100.85,157.85,108.87,113.2,89,94.88,111.59,239.17,95.99,21.3,33.15,55.72,60.85,0,33.96,55.85,161.45,98.57,731.1,71.85,26.33,170.06,176.24,123.13,210.31,40.29,115.73,287.27,259.39,637.96,106.25,103.22,57.89,127.61,49.44,71.68,59.06,216.27,199.29,82.38,96.65,146.62,159.25,36.67,141.92,246.08,115.13,177.64,72.05,822.32,294.04,71.88,85.51,46.14,25.97,19.61,12.95,121.78,59.25,471.4,236.28,50.33,47.23,142.76,0,0,60.07,195.82,21.31,219.57,41.29,58.68,0,234.65,586.88,33.9,40.74,44.1,37.93,319.07,95.49,0,0
MAL8P1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,2.59,0,0,36.65,0,0,0,0,498.05,0,11.68,0,101.82,8.49,36.12,0,0,0,21.29,0,0,40.34,0,0,0,19.08,0,0,0,14.89,4.73,353.64,845.25,516.97,157.45,1240.58,63.97,53.71,9.43,113.33,126.58,101.09,125.59,200.31,889.19,0,165.41,76.04,19.5,19.87,0,17.27,179.56,488.73,0,0,210.04,95.96,120.59,167.51,115.63,0,112.12,0,158.61,0,135.47,442.24,260.9,558.9,90.06,111.65,325.91,139.72,155.18,108.07,0,312.67,258.81,11.16,43.27,182.85,280.22,0,509.07,43.49,238.22,0,0,121.12,74.94,0,690.58,198.33,31.65,33.43,0,0,79.96,487.26,15.07,192.22,5.44,73.11,0,327.09,525.01,371.57,11.51,129.94,150.35,103.9,77.52,0,0
MAL8P1.47,0,0,0,0,0,0,0,0,0,50735.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,4.75,0.89,0,0,6.59,522.95,0,0,3502.89,0,4.91,0,3.51,1.3,19.34,0,0,45.51,6.51,1.25,0.49,3.53,14.18,0,4.85,0,0,2.21,0,2.51,1.93,36.06,9.95,9.12,13.74,0,25.74,20.54,11.06,19.57,18.59,12.21,21.95,12.57,68.01,0,151.81,10.82,14.91,30.39,0,27.13,7.85,672.83,154.13,275.23,24.22,16.43,15.87,27.1,43.23,4278.37,2.64,0,12.13,0,5.5,3.56,12.28,13.72,13.78,9.31,33.24,10.69,12.92,26.17,0,8.97,29.69,16.23,12.14,17.59,14.3,68.17,28.31,6.65,14.19,21.91,6.2,36.65,22.49,117.06,528.22,5.05,31.48,12.27,0,0,17.18,22.2,5.38,22.62,13.31,4.07,0,22.37,26.78,47.37,27.28,11.42,5.41,13.77,5.93,0,713.07
MAL8P1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.97,338.46,641.87,0,451.85,115.48,0,0,0,5603.67,5153.46,414.87,319.58,315.12,200.25,309.79,0,0,53.16,308.11,241.11,299.72,237.81,0,120.94,393.83,485.69,13742.33,147.18,229.54,339.99,745.75,568.64,324.68,260.35,228.19,0,453.62,854.67,120.21,382.08,407.1,146.86,269.26,218.86,476.61,0,443.29,78.44,574.76,553.74,0,877.29,96.24,1484.49,240.03,482.19,362.01,300.95,201.42,732.08,358.11,9994.26,476.19,0,358.97,1998.88,231.04,474.09,354.99,406.82,1721.8,278.55,873.45,299.56,174.34,181.01,808.37,858.9,1144.46,134.65,193.25,308.02,250.33,494.75,471.3,268.08,342.6,0,485.23,653.19,921.3,307.66,3053.9,372.07,400.44,376.31,0,0,442.55,694.61,164.25,467.58,1819.63,242.25,0,208.32,93.8,398.33,386.94,255.05,107.45,334.18,290.85,2748.45,0
PF08_0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.06,9.04,0.64,0,4,14.11,0,199.84,0,814.67,0,14.34,0,17.56,8.34,5.92,0,0,21.65,16.26,7.11,8.07,12.58,35.41,24.62,40.38,14.57,0,8.67,35.83,6.5,18.38,64.31,67.8,64.17,28.13,90.25,208.8,59.71,21.96,89.35,53.6,49.93,33.28,18.21,48.51,0,162.44,50.13,119.13,52.03,0,168.67,25.19,155.51,36.65,98.15,58.18,76.59,60.9,165.22,79.91,508.63,181.65,0,24.04,0,13.21,17.78,19.71,90.35,52.42,25.03,35.56,12.7,35.13,132.17,185.13,145.01,105.92,17.36,39.34,13.69,61.14,52.1,50.49,28.47,85.77,31.26,22.12,205.5,188.92,93.96,113.05,89.28,66.67,32.84,0,0,50.1,248.87,35.63,33.88,186.8,48.59,0,194.84,305.55,67.57,30.13,51.16,48.9,34.02,59.22,0,0
MAL8P1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.72,19,12.21,0,35.51,4.39,0,0,0,989.99,0,42.29,30.4,20.6,20.35,25.79,0,0,45.51,68.39,12.25,19.5,40.25,59.1,2.88,21.56,53.01,0,13.63,23.29,6.99,57.71,114.2,30.79,76.04,69.05,84.34,154.37,128.89,62.3,128.61,75.65,41.23,40.71,28.94,68.01,0,84.35,40.78,189.88,108.39,0,191.55,40.55,174.45,279.73,183.46,130.99,92.09,93.23,353.82,194.58,0,87.52,76.9,48.53,0,26.17,15.43,36.84,77.14,116.34,44.82,94.17,29.68,127.36,58.55,115.35,209.25,188.06,72.73,74.64,236.02,123.84,131.46,132.15,65.42,73.63,7.3,46.85,222.69,180.29,126.83,308.1,69.11,100.4,132.62,0,0,96.62,206.69,26.13,112.33,209.95,46.09,0,102.23,196.33,31.58,86.52,76.77,48.7,153.65,83.01,130.74,0
MAL8P1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02,6.4,15.98,0,9.71,0,0,0,0,395.56,0,4.9,0,3.19,0,3.19,0,0,0,10.34,1.26,0.28,0.51,4.09,0,5.37,10.95,0,1.91,8.82,0.92,10.15,10.4,14.83,15.05,8.65,36.51,74.84,54.82,10.17,25.82,29.06,9.39,12.67,1.81,13.09,0,14.6,10.53,36.15,15.78,0,74.39,31.7,79.13,0,158.82,23.39,18.46,3.96,74.51,9.07,0,28.94,0,19.44,82.3,12.41,8.22,19.49,34.57,63.61,11.83,47.95,26.73,4.83,32.99,116.48,36.22,65.69,9.11,13.37,24.89,57.71,25.29,24.51,5.76,18.32,0,1.19,63.31,84.65,16.89,76.19,13.13,28.22,11.8,0,0,21.17,37.53,7.54,28.71,98.03,45.18,0,79.82,108.14,21.86,10.91,12.48,5.98,14.06,27.37,226.33,0
MAL8P1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,5.27,7.13,0,0,17.53,0,0,0,607.51,1303.96,23.77,0,22.72,0,0,0,695.46,0,12.99,2.48,5.23,16.41,0,0,25.81,0,0,2.94,23.23,3.63,1.28,95.93,243.23,131.76,108.67,0,62.47,54.63,13.22,188.91,100.95,56.29,62.05,54.34,180.9,0,67.31,54.51,79.33,64.67,0,22.99,31.31,198.9,227.78,0,145.94,68.77,200.83,195.31,465.27,1896.8,17.55,0,93.22,0,42.59,47.35,122.49,106.68,134.36,109.03,44.21,66.33,57.97,21.98,0,190.84,118.48,63.59,20.54,21.24,0,25.9,188.3,8.85,82.75,0,5.5,140.79,28.93,350.33,421.52,57.16,124.94,87.06,0,0,60.68,248.87,6.13,108.29,30.96,56.79,0,186.32,356.04,75.6,113.51,45.72,37.18,95.84,220.78,0,0
PF08_0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.27,8.67,3.56,0,3.72,4.37,2082.26,0,0,808.56,650.65,46.55,0,21.67,19.83,20.17,0,0,50.34,55.11,13.43,8.16,11.7,42.36,34.36,16.9,16.46,0,27.88,31.88,25.7,18.06,71.8,139.62,217.71,136.28,167.91,82.22,55.88,15.53,53.81,98.18,46.45,46.45,45.1,105.31,0,83.96,14.18,104.91,63.53,216.88,41.74,13.02,367.96,125.02,273.96,111.21,69.06,48.4,208.3,69.13,473.12,24.52,0,31.31,189.29,22.4,44.89,63.16,78.98,57.9,100.98,99.26,49.64,81.62,26.06,95.68,134.89,124.8,26.35,36.6,13.26,37.94,38.78,169.13,52.98,48.5,43.62,32.92,86.07,21.17,116.54,315.46,96.47,53.99,48.87,1301.36,0,72.97,164.19,18.1,121.58,57.37,13.5,0,48.06,88.84,25.15,50.8,65.24,38.6,42.89,35.41,520.55,473.22
MAL8P1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.35,513.59,191.97,0,979.18,91.36,2174.47,0,0,14460.77,1359.13,465.69,758.51,392.07,363.66,658.68,0,724.8,820.14,611.65,364.24,556,356.74,727.43,167.45,456.16,1102.17,0,111.85,765.76,90.29,2016.23,1299.64,234.56,908.22,385.78,526.07,936,898.95,147.31,495.27,696.75,331.08,481.22,273.34,282.8,0,1963.99,480.98,2492.72,1086.79,2718,2081.51,386.15,3445.55,664.67,5912.84,2051.35,634.4,1277.24,3083.08,2656.04,11860.15,1097.27,639.53,192.44,1383.72,156.89,246.76,225.53,398.29,445.58,116.21,644.95,167.87,275.15,1176.18,2358.27,3227.64,2730.02,930.31,1559.48,4531.6,1148.59,2321.53,2619.9,903.7,1043.91,1670.28,1380.85,2566.18,2177.26,1054.75,3148.15,1109.1,992.7,1292.92,2718.02,0,615.85,6757.11,352.55,1601.98,2714.75,483.36,0,416.11,593.7,1089.83,784.2,613.91,1663.87,1141.25,829.99,3805.21,988.37
PF08_0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.79,26.88,62.62,0,61.4,9.63,3053.81,0,0,2112.55,0,69.79,66.59,13.94,25.6,64.54,0,0,33.22,65.38,8.18,7.54,15.44,51.77,25.2,33.06,83.08,0,25.01,6.37,18.29,201.06,144.79,100.98,170.65,115.53,92.36,196.53,197.55,56.06,190.22,143.05,55.84,71.12,90.91,148.94,0,184.7,28.43,372.29,217.41,477.16,228.16,17.18,545.79,400.07,401.8,835.36,189.85,153.13,481.67,350.07,3123.1,150.25,0,69.86,312.32,59.25,103.96,100.85,200.91,311.77,84.33,84.92,70.21,57.34,32.69,336.83,543.36,379.32,131.53,110.31,2180.1,146.02,209.71,377.25,111.7,125.77,0,34.7,255.23,305.77,395.27,424.15,143.96,135.39,175.46,0,0,133.53,511.7,19.07,705.01,278.95,77.93,0,201.96,293.14,193.62,176.63,108.33,79.67,154.71,121.19,0,0
MAL8P1.380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.38,2.37,0,0,0,0,0,0,0,0,0,24.12,0,0,0,0,0,0,0,146.55,22.42,11.8,5.29,0,0,9.7,17.51,0,53.06,26.2,19.13,8.67,0,39.24,18.26,44.96,0,10.38,18.49,7.7,110.72,18.59,17.09,24.7,21.22,0,0,0,6.9,0,36.46,0,5.76,0,37.37,0,0,32.62,19.72,28.31,85.73,106.13,0,23.75,0,24.26,0,23.55,42.72,0,41.16,0,35.4,99.71,21.37,70.96,8.27,173.03,17.92,29.69,125.52,6.62,43.17,0,0,0,0,37.78,0,12.4,40.12,23.82,87.8,0,15.17,8.72,202.51,0,0,20.61,28.55,6.92,27.13,14.97,6.1,0,24.73,0,0,15.84,19.34,5.41,127.15,0,0,0
MAL8P1.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,0,0,0,0,0.17,0,0,2.72,4.85,1.86,0,0.85,0,0.36,1.66,2.88,0,2.04,9.07,0,0,0,0.9,0,0,0,0,0,0,0,0,6.26,0.82,6.71,9.17,19.03,0,0.99,0,0,0,0,2.65,0,1.18,0,0.23,0,0,2.14,2.57,21.49,2.23,0,1.59,0,4.16,10.63,0,0,0,0.44,0,0,1.14,0.33,0,0,1.88,0.36,4.56,0,0,0.41,2.37,0.29,1.69,0,0,0,6.58,0,0,0.33,2,1.68,1.58,0,0,0
MAL8P1.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.08,42.71,26.35,0,116.94,14.22,0,0,0,2355.03,0,48.2,131.2,84.56,16.81,41.73,0,0,32.73,50.36,30.23,31.82,22.82,56.11,12.41,22.97,55.61,0,31.8,120.93,51.27,56.45,38.91,103.65,256.88,94.32,45.5,141.45,46.53,23.29,112.21,91.91,66.43,89.81,103.41,114.13,0,363.95,156.38,77.22,126.77,705.16,71.65,39.51,533.25,24.62,0,79.27,101.32,160.44,177.91,378.82,0,226.8,0,34.9,0,26.65,58.89,72.86,98.68,42.93,28.59,95.62,69.17,53.4,142.67,248.88,524.57,302.54,60.8,198.33,200.61,739.85,77.04,336.03,64.59,208.01,157.58,34.19,165.82,152.42,157.89,588.79,233.65,102.74,81.65,2820.66,0,100.13,875.96,79.86,115.5,66.16,130.89,0,152.83,154.03,190.76,49.36,157.53,221.19,153.19,213.2,0,0
MAL8P1.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.54,37.98,26.09,0,23.39,27.5,0,0,0,635.42,0,67.09,0,12.57,21.67,57.63,0,0,0,6.79,23.38,10.25,22.06,59.16,0,26.98,121.73,0,23.05,0,7.6,87.37,75.21,51.67,77.94,54.33,0,67.19,40.7,8.03,23.33,58.15,16.98,51.52,26.22,94.57,0,105.54,8.46,111.97,50.7,0,101.13,16.37,285.81,0,0,65.99,39.3,7.15,201.43,65.6,0,27.52,0,33.74,0,28.16,29.7,51.23,70.45,57.47,27.2,0,14.86,26.78,31.61,0,49.88,20.65,16.03,0,56.69,178.8,121.86,59.05,27.75,30.12,0,25.87,156.27,123.84,122.09,330.53,47.46,28.28,42.67,0,0,63.63,92.62,14.43,84.92,134.09,38.17,0,34.37,0,118.55,33.03,29.69,20.69,57.46,49.46,0,0
MAL8P1.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.03,46.11,44.27,0,51.51,38.93,1200.84,0,0,1498.93,643.45,107.01,269.33,44.51,51.56,65.27,0,0,74.67,289.03,20.33,30,56.1,32.58,59.45,30.37,50.26,0,97.92,183.41,37.66,238.79,106.49,83.33,146.69,93.72,103.76,217.98,142.36,156.94,221.99,131.13,112.81,78.79,48.59,156.19,0,315.45,255.81,244.62,165.02,214.45,211.46,88.83,318.92,337.13,225.73,205.8,181.72,183.53,682.08,378.51,701.95,377.03,151.37,68.99,187.16,52.74,53.73,71.51,123.71,159.71,93.63,141.76,63.11,267.63,360.89,208.15,562.95,298.74,329.06,405.33,770.87,1392.19,154.96,227.62,130.97,131.6,366.61,109.18,251.2,201.55,998.66,424.61,272.07,107.08,378.85,0,0,131.66,534.35,82.82,152.13,247.84,142.1,0,127.85,526.99,133.64,102.91,139.41,143.36,459.97,283.99,128.67,0
PF08_0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,3.86,0,0,6.84,0,0,0,0,92.89,0,5.45,222.55,3.07,3.17,3.37,0,0,0,23.84,2.28,2.4,1.08,17.31,0,3.95,0,0,0,5.33,4.17,1.77,0,9.46,20.68,5.88,0,8.63,9.4,7.43,21.15,7.56,5.46,5.02,14.86,27.65,0,0,3.71,10.92,3.71,0,8.49,9.57,30.35,20.89,0,12.66,8.55,9.94,37.28,28.77,0,24.14,0,9.87,0,6.51,4.34,0,12.56,44.82,9.85,20.28,4.35,20.72,7.56,0,25.54,18.12,29.18,6.73,3.9,0,5.94,25.91,4.06,8.6,0,0,14.34,19.01,107.13,96.71,6.17,10.05,39.93,0,0,7.38,17.4,6.56,8.29,7.1,12.41,0,16.52,0,11.55,9.12,6.22,6.06,58.17,14.47,0,0
PF08_0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.81,9.93,4.87,0,9.18,0,5419.35,0,0,2118.66,534.7,33.63,0,5.48,25.5,58.77,0,0,8.28,405.01,3.4,6.7,3.85,11.61,9.41,7.28,16.71,0,56.07,138.16,11.3,83.65,186.88,88.01,253.35,157.36,138.01,184.95,199.15,359.72,291.28,114.07,65.03,62.88,69.64,136.02,0,289.82,160.28,318.85,196.43,1069.61,190.12,164.8,462.14,579.16,525.44,484.24,230.65,397.1,1031.57,998.05,777.86,402.29,251.67,37.5,233.37,40.93,23.31,40.19,179.77,80.15,90.62,45.33,64.12,371.23,230.68,346.05,617.96,334.72,522.37,406.12,1142.49,639.03,217.77,278.03,108.86,155.34,59.75,20.29,222.57,186.71,782.26,446.58,206.17,102.48,903.22,1069.6,0,130.06,671.28,51.98,376.27,158.11,103.15,0,163.75,467.27,134.35,159.1,182.92,134.3,823.09,278.12,427.85,388.95
PF08_0127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.35,6.4,2.2,0,1.97,2.32,1102.81,0,0,3051.95,0,12.72,0,5.3,27.85,47.59,0,0,0,231.25,4.82,4.84,5.26,12.47,12.13,8.1,11.8,0,8.16,42.22,3.52,30.3,133.11,27.83,105.54,66.54,0,181.44,117.88,123.24,233.73,125.25,46.34,53.06,41.15,31.88,0,142.31,186.86,358.55,133.54,689.33,238.71,193.11,1057.84,692.32,338.62,467.95,220.35,202.52,1595.5,531.98,2256.04,723.99,0,11.85,50.13,12.53,16.27,10.79,46.1,45.2,15.28,52.58,16.28,236.04,470.45,456.17,323.64,314.86,413.35,671.97,1894.01,3570.9,345.72,266.26,185.92,101.59,130.94,24.7,270.98,179.68,689.32,696.3,92.87,101.79,717.64,689.32,2757.26,115.61,716.93,66.86,252.04,220.24,242.31,0,142.78,639.93,163.17,139.8,188.56,159.31,369.53,418.9,137.86,0
MAL8P1.149,0,0,0,0,0,0,0,0,37722.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.57,0,0.32,0,1.37,1.79,0,1.73,8.77,2.51,0,0,26.96,0,0,0,0,0,0,305.38,18.25,0,0,0,0,2.11,4.19,1519.66,0,0,0,0,0.17,0,0,0,4.9,0.33,0,0,1.98,0.74,0,6.37,0,1.83,1.17,0,0,0,0,0,0,0,0,0.16,0,0,253.35,0,0,4.36,0,0,0.44,1.68,0,4.82,0,0,0,0.63,0,10.1,2.81,0.28,0,4.51,6.32,0,0
MAL8P1.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.78,25.22,24.08,0,41.21,28.26,640.5,0,0,1166.18,0,35.86,111.76,35.09,18.3,27.08,0,0,18.59,31.92,13.16,14.15,31.32,17.38,0,11.39,17.87,0,14.22,40.13,22.6,55.16,55.23,73.07,125.37,60.44,0,109.69,52.22,22.29,76.39,81.61,35.9,42.03,45.72,194.42,600.62,124,62.48,84.05,79.12,0,80.59,76.92,225.11,31.48,252.88,95.69,95.96,64.39,259.9,109.57,0,134.98,0,23.12,0,27.79,74.16,39.49,80.82,92.84,44.89,61.08,28.37,49.63,102.11,229.66,210.59,148.54,51.79,106.76,219.32,533.88,59.65,104.09,85.58,60.23,40.27,39.25,81.87,79.58,125.51,194.14,122.35,43.91,97.11,0,0,68.62,250.64,28.71,138.56,67.57,56.05,0,61.31,180.39,110.26,39.08,89.67,70.72,89.57,65.38,0,0
MAL8P1.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.21,4.76,8.98,0,36.34,5.57,3438.45,131.58,0,4163.17,1519.6,33.91,85.66,17.04,46.97,79.93,0,0,32.78,707.86,1.23,2.03,13.33,79.27,29.99,12.11,43.72,920.97,17.76,48,10.46,168.84,250.68,56.77,67.46,128.96,71.3,185.26,172.63,286.17,341.79,156.2,43.65,114.08,46.75,36.2,92.1,192.5,183.58,804,200.39,429.79,228.93,146.32,1025.24,479.38,568.73,297.57,152.66,315.76,892.94,607.73,2478.09,243.53,21.67,18.87,26.79,17.02,14.38,44.41,139.67,57.38,71.75,34.34,45.5,262.85,290.1,452.35,521.13,184.08,470.31,283.06,258.97,441.52,271.66,192.83,233.09,65.19,113.19,122.89,416.41,225.21,2839.87,699.57,162.2,124.44,1099.73,368.39,736.76,112.46,299.71,65,148.72,119.41,76.21,0,241.79,470.23,156.61,71.65,88.67,56.89,657.25,281.79,294.71,334.9
PF08_0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.83,15.13,10.67,0,26.79,0,0,1115.45,0,667.26,0,44.83,0,31.61,18.62,17.6,0,208.22,36.25,40.2,8.93,9.4,14.04,16.94,0,20.28,22.08,0,7.92,20.87,6.89,39.5,157.95,59.27,150.52,55.84,0,127.43,69.11,7.28,33.84,72.79,35.97,51.36,28.16,90.26,0,20.14,48.42,209.01,52.03,0,169.37,37.5,158.77,231.86,328.77,230.29,87.94,36.21,268.8,54.77,0,107.18,0,19.32,113.57,24.51,39.7,19.56,59.05,40.23,30.91,158.81,42.55,31.02,84.48,344.48,178.54,193.1,24.48,86.97,218.29,261.71,100.82,84.56,45.03,67.2,17.45,34.57,169.69,173.69,46.62,231.37,95.63,61.31,30.14,0,0,80.77,238.69,31.82,199.94,168.38,56.68,0,82.97,127.9,45.27,68.67,67.37,58.9,34.6,51.94,312.32,0
PF07_0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0.18,0,0,0,0,0,0,0,138.69,0,1.43,0,0.8,0.59,0,0,0,0,13.71,0.43,0.89,1.81,4.85,1.96,3.4,6.64,0,2.77,4.48,1.82,2.47,12.31,8.36,8.2,5.73,14.4,13.25,6.19,4.02,16.42,6.88,4.26,3.75,2.41,0,0,0,5.93,10.18,4.85,0,15.3,3.57,21.32,0,0,9.67,6.28,7.22,28.28,17.01,162.4,9.01,0,7.98,0,3.32,6.48,5.59,14.06,7.31,4.39,3.78,2.43,9.48,14.11,19.69,17.69,11.27,9.52,8.04,8.75,13.01,11.08,6.44,0.76,15.17,0,0.94,18.01,18.37,6.65,24.06,7.77,7.06,22.59,0,0,4.63,14.8,2.45,8.74,12.75,9.95,0,39.94,48.76,10.78,5.2,6.3,1.95,18.33,12.14,0,0
PF07_0106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.73,25.33,1.48,0,40.21,0,0,0,0,84.17,0,40.17,50.33,30.21,11.46,16.77,1081.73,0,16.74,16.17,25.08,38.78,57.86,105.63,66.64,19.85,68.42,0,4.88,6.02,10.05,35.19,9.95,13.19,28.76,28.74,69.79,64.48,35.41,3.36,28.69,74.77,41.98,28.01,14.52,50.03,0,111.67,15.41,55.94,59.51,721.17,60.12,32.47,75.62,37.8,75.92,76.9,59.11,47.33,229.14,42.29,0,44.4,0,6.69,0,8.05,3.93,25.4,26.35,10.14,12.68,9.17,7.86,20.32,54.33,95.44,153.35,84.63,20.96,88.23,401.61,338.91,53.72,109.34,64.23,60.18,36.26,38.76,127.19,81.97,64.59,87.45,83.68,51.82,18.62,0,0,72.55,330.68,21.41,72.36,49.99,35.89,0,79.55,59.07,52.25,46.35,78.9,58.46,34.48,39.25,0,0
MAL7P1.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.43,11.73,5.49,0,11.26,9.1,1115.69,35.17,0,630.63,1045.94,47.1,45.8,10.97,7.34,11.44,0,32.81,7.62,31.67,5.27,3.15,13.39,9.79,8.66,8.68,20.51,0,12.07,17.82,5.29,45.77,52.05,18.61,39.81,43.06,31.75,38.96,41.96,26.96,55.79,49.48,19.2,23.94,21.55,28.45,0,73.05,36.55,41.18,63.31,123.05,36.63,33,197.02,53.74,120.88,151.99,52.79,76.77,163.32,96.2,894.99,40.23,57.9,23.85,35.79,21.08,13.41,15.8,59.31,30.54,36.32,22.94,16.54,60.71,35.62,57.9,100.54,87.58,55.09,48.04,441.01,143.44,42.16,55.08,25.47,44.62,30.25,19.45,74.88,53.62,280.99,142.57,43.63,31.6,97.94,246.1,0,35.86,123.6,12.88,117.81,35.58,19.78,0,75.72,188.16,33.29,33.95,38.26,28.35,99.07,53.57,147.66,0
